bias,drift
0.0013661295656179906,0.010002911529860558
0.002642788513262717,0.014025821233728728
0.0025261110304199974,0.0134519835619098
0.00010434866099251483,0.011949473756535788
0.0026293456274317784,0.01887455262458851
0.004306030939572825,0.006189045607186283
0.001895379278743281,0.013766886172254102
0.0025794172389899117,0.018540427849938628
0.00207587914357632,0.01721957910774162
6.833967873431934e-05,0.013640015989846141
0.001154948684531032,0.019383705565904883
0.0100371854655803,0.012342721915378304
0.0024952258798289773,0.01887155144861033
0.0005198401954917831,0.005084707907537995
0.0023056837498284244,0.015108941402623727
0.000949172193903669,0.015653185150524145
0.00021645869513498006,0.012681149049544767
0.002873271784823661,0.006948436154115576
0.0013109704682606749,0.0067957670125587104
0.0008813059215595498,0.01525201627365141
8.223572784327171e-05,0.014431188563591095
0.002673472654850295,0.009379581926339725
0.005930131137441008,0.011173027139335028
0.0016625344724984226,0.018392604117005613
0.001535273036600393,0.010062334995852348
0.005452562516951809,0.013173377107401234
0.0016975866646100624,0.013696802957059873
6.91400726878788e-05,0.010079644245253969
0.0006291827687522344,0.014260099458103977
0.00045876377979070515,0.010132876113662008
0.0005237304339977822,0.015048384420018678
0.00533964855310276,0.01685010991550248
0.0009134277131168655,0.01206826665339623
0.004884537249879917,0.017417315596730345
0.0003006105378716706,0.009833148651551838
0.005095769605571787,0.010054905797055579
0.002328523047480213,0.006961394486401391
0.00047136762771426977,0.019946878019105548
0.00285852400282538,0.0057093885207300295
0.005233206090158982,0.016362953066262932
0.0020209987608974522,0.005233900701353004
0.0031081152520899824,0.014897417447049161
0.0027674412230519474,0.009332637537871034
0.006069272262323122,0.010549387691471825
0.0006249320701234851,0.012843446299371456
0.001182631139275303,0.006686908821639276
0.0022835421345882567,0.013670188010593925
0.002213015385671313,0.019128407633696835
0.0044145817967830014,0.005276928809650721
0.0015510081192822156,0.011238342756863556
0.003121319996247096,0.008093969983680005
0.0012548588649694548,0.00843861990218953
0.0007206296491103492,0.010376252410781335
0.003143764894871559,0.008395305241027464
0.003682262232770128,0.009591408849888523
6.839139971803743e-05,0.017794255348502677
0.0025439850957693633,0.011101876828710604
0.0024837425150432413,0.011137740293294111
0.001085814059110568,0.017939367132454795
0.002105296060942341,0.006051824870435294
0.0006828040041138017,0.00865161996485888
0.0030775615472287132,0.006296557972595626
0.0021713187635032938,0.016010087813605113
0.0035491621865011425,0.015534236470230289
0.0029761428414024627,0.008435557265792875
0.0013185896143838027,0.012015830098346536
0.002787311742915688,0.01630420278757263
0.0022040227008449653,0.015821290071987126
0.00045487343217587295,0.012090487141026084
0.0026823910567607134,0.007410522182867649
0.0032154181425650963,0.008793837967929662
0.0008832093222640447,0.019964821012243013
0.0014314300553728287,0.009435926808140283
0.00020514789603698347,0.013963457821085025
0.003185353745709163,0.01324352263772046
0.0031935061293085765,0.012785871015095467
0.0026436501798272616,0.005582068651145009
0.0005181184849660792,0.009743984267301165
0.004748866655706285,0.018299215474314373
0.0020261702805519644,0.01441063971323888
0.0015982188344259018,0.009028862167715656
0.0004237790174753675,0.009843429002125629
0.002867838396466982,0.012437604043473332
0.0007942699615516302,0.010336237732404434
0.0006298241933889726,0.013214233002726682
0.0011687393294695925,0.013146381372630592
0.0004453435003474171,0.012136988507860661
0.004574330385849756,0.009297058025396831
0.0013502638613075435,0.019213595437873956
0.0010196957300134812,0.01289064002112917
0.0035980439072214043,0.0141269567768314
0.0016835063768741998,0.015307628373265658
0.001214705200486721,0.01018574083806039
0.00030467067729500474,0.01006875125590036
0.0006642391266529213,0.005451395649114241
0.0029820515548434345,0.01455762452760619
0.0021886179366117364,0.012897273794782876
0.0036865620549404454,0.010125361078503356
0.0004333416807419388,0.014872619520266118
0.003548598550119797,0.013601240907001669
